Date,Forecasted_Sales
2025-01-01,639.5742253268074
2025-02-01,659.0943263937993
2025-03-01,678.4664778627734
2025-04-01,697.7436054846695
2025-05-01,716.8974792937347
2025-06-01,735.9447402860137
